id,titulo,titulos_alternativos,ano_lancamento
369,Boogiepop Phantom,"['Boogiepop wa Warawanai', 'Boogiepop Never Laughs', 'Boogiepop Phantom', ""Boogiepop Doesn't Laugh"", 'ブギーポップは笑わない Boogiepop Phantom']",2000.0
375,All Purpose Cultural Cat Girl Nuku Nuku TV,"['万能文化猫娘', 'All Purpose Cultural Cat Girl Nuku Nuku TV', 'Nuku Nuku', 'Bannou Bunka Nekomusume', 'Bannou Bunka Neko-Musume (1998)']",1998.0
379,Excel Saga,"['Heppoko Jikken Animation Excel♥Saga', 'へっぽこ実験アニメーション エクセル♥サーガ', 'Excel Saga']",1999.0
384,Gantz,"['GANTZ', 'Gantz', 'ガンツ']",2004.0
385,Gilgamesh,"['Gilgamesh', 'ギルガメッシュ']",2003.0
386,H2,"['Ｈ２[エイチ・ツー]', 'H2']",1995.0
387,Haibane Renmei,"['灰羽連盟', 'Charcoal Feather Federation', 'Ailes Grises : Haibane Renmei', 'Haibane Renmei']",2002.0
388,Capeta,"['Capeta', 'カペタ']",2005.0
390,Suzuka,"['涼風', 'Suzuka']",2005.0
392,Yu Yu Hakusho: Ghost Files,"['Ghost Fighter', 'Yu Yu Hakusho', '幽☆遊☆白書', 'Yuu☆Yuu☆Hakusho', 'Poltergeist Report', 'YuYu Hakusho', 'Yu Yu Hakusho: Ghost Files']",1992.0
400,Outlaw Star,"['Outlaw Star', 'Starward Warrior Knight Outlaw Star', 'Seihou Bukyou Outlaw Star', '星方武侠アウトロースター', 'Future Hero Next Generation Outlaw Star']",1998.0
406,Buzzer Beater,"['Buzzer Beater', 'BUZZER BEATER WARM-UP', 'BUZZER BEATER']",2005.0
411,Gun x Sword,"['Gun vs Sword', 'ガン×ソード', 'Gun x Sword']",2005.0
412,He is My Master,"['Kore ga Watashi no Goshujinsama', ""That's My Master"", 'これが私の御主人様', 'He is My Master']",2005.0
417,Ragnarok the Animation,"['Ragnarok The Animation', 'Ragnarök The Animation', 'Ragnarok the Animation', 'RAGNARÖK THE ANIMATION']",2004.0
419,Samurai Deeper Kyo,"['SAMURAI DEEPER KYO', 'Samurai Deeper Kyou', 'Samurai Deeper Kyo']",2002.0
424,Dirty Pair,"['ダーティペア', 'Dirty Pair']",1985.0
427,Kaleido Star,"['カレイドスター', 'Kaleido Star', 'Kaleido Star: New Wings']",2003.0
435,Magic Knight Rayearth,"['Magic Knight Rayearth', '魔法騎士（マジックナイト）レイアース', 'Mahou Kishi Rayearth']",1994.0
440,Revolutionary Girl Utena,"['少女革命ウテナ', 'Shoujo Kakumei Utena', 'Revolutionary Girl Utena']",1997.0
445,Tales of Eternia,"['ToE', 'Tales of Eternia', 'Tales of Eternia The Animation', 'テイルズ オブ エターニア THE ANIMATION']",2001.0
447,Knight Hunters,"['Knight Hunters', 'Weiß Kreuz', 'Weiss Kreuz', 'Weiß kreuz\u3000ヴァイス\u3000クロイツ', 'White Cross']",1998.0
455,Fantastic Children,"['ファンタジックチルドレン', 'Fantastic Children']",2004.0
457,Mushi-Shi,"['Mushishi', '蟲師', 'Mushi-Shi']",2005.0
467,Ghost in the Shell: Stand Alone Complex,"['Ghost In The Shell : Stand Alone Complex', '攻殻機動隊 STAND ALONE COMPLEX', 'Ghost in The Shell: Stand Alone Complex', 'Ghost in the Shell SAC', 'Koukaku Kidoutai: Stand Alone Complex', 'Ghost in the Shell: Stand Alone Complex']",2002.0
469,Karin,"['Chibi Vampire Karin', 'Karin', 'かりん']",2005.0
470,My Wife is a High School Girl,"['Oku-sama wa Joshi Kousei', 'おくさまは女子高生', 'Oku-sama wa Joshikosei', 'My Wife is a High School Girl', 'Okusama wa Joshikousei (TV)']",2005.0
473,Tide-Line Blue,"['タイドライン・ブルー', 'Tide-Line Blue']",2005.0
476,Ginban Kaleidoscope,"['Ginban Kaleidoscope', '銀盤カレイドスコープ', 'Skating Rink Kaleidoscope']",2005.0
477,Aria the Animation,"['ARIA The ANIMATION', 'Aria the Animation']",2005.0
478,Aquarion,"['Sousei no Aquarion', 'Aquarion', 'Holy Genesis Aquarion', 'Genesis of Aquarion', '創聖のアクエリオン']",2005.0
479,The Law of Ueki,"['うえきの法則', 'Ueki no Housoku', 'The Law of Ueki']",2005.0
481,Yu-Gi-Oh!,"['遊☆戯☆王\u3000デュエルモンスターズ', 'Yu☆Gi☆Oh! Duel Monsters', 'Yu-Gi-Oh!', 'Yu-Gi-Oh!: Duel Monsters', 'Yugioh', 'Yugioh: Duel Monsters', 'Yu-Gi-Oh! Duel Monsters']",2000.0
482,Yu-Gi-Oh! GX,"['Yu☆Gi☆Oh! Duel Monsters GX', 'Yu-Gi-Oh! GX', 'Yugioh Genex', '遊☆戯☆王\u3000デュエルモンスターズ GX', 'Yugioh GX', 'Yugioh: Duel Monsters GX', 'Yu-Gi-Oh!: Duel Monsters Genex', 'Yugioh: Duel Monsters Genex', 'Yu-Gi-Oh! Genex', 'Yu-Gi-Oh!: Duel Monsters GX', 'Game King of Duel Monsters GX']",2004.0
486,Kino's Journey,"[""Kino's Travels: The Beautiful World"", ""Kino's Journey"", ""L'Odyssée de Kino"", 'Kino no Tabi: The Beautiful World', ""Kino's Journey: The Beautiful World"", 'キノの旅 -the Beautiful World-']",2003.0
488,Strawberry Marshmallow,"['Ichigo Marshmallow', 'Ichigo Mashimaro', '苺ましまろ', 'Strawberry Marshmallow']",2005.0
489,Kamichu!,"['Kamichu!', 'Kami-chu!: Kami-sama wa Chuugakusei', 'The Goddess is a Middle School Student', 'かみちゅ!']",2005.0
495,Sorcerer Hunters,"['Bakuretsu Hunters', 'Sorcerer Hunters', 'Spell Wars: Sorcerer Hunters Revenge', '爆れつハンター']",1995.0
497,"Yamibo: Darkness, The Hat and the Travelers of the Books","['YamiBou', 'Yamibo: Darkness, The Hat and the Travelers of the Books', 'ヤミと帽子と本の旅人', 'Traveller Yami', 'Hat and Book', 'Traveller of Darkness', 'Yami to Boushi to Hon no Tabibito', 'Hat and Book Traveler']",2003.0
505,Fushigiboshi no☆Futagohime,"['Twin Princess of the Mysterious Planet', 'Fushigiboshi no☆Futagohime', 'Fushigi Boshi no Futago Hime', 'Fushigi-boshi no Futago-hime', 'ふしぎ星の☆ふたご姫', 'Twin Princesses of the Wonder Planet', 'Twin Princesses of the Mysterious Star']",2005.0
506,Glass no Kamen,"['ガラスの仮面', 'Glass Mask', 'Glass no Kamen']",1984.0
508,Hamtaro,"['Hamtaro', 'Tottoko Hamtarou', 'Tottoko Hamtaro Dechu', 'とっとこハム太郎', 'Tottoko Hamutaro']",2000.0
509,I My Me! Strawberry Eggs,"['I My Me! Strawberry Eggs', 'あぃまぃみぃ！ストロベリー・エッグ', 'Ai Mai Mi! Strawberry Egg']",2001.0
518,Fairy Princess Minky Momo,"['Las Aventuras de Gigi', 'Magical Princess Minky Momo', 'Mahou no Princess Minky Momo', 'Magical Princess Gigi', '魔法のプリンセス\u3000ミンキーモモ', 'Fairy Princess Minky Momo', 'Gigi and the Fountain of Youth']",1982.0
521,Mermaid Melody: Pichi Pichi Pitch,"['マーメイドメロディー ぴちぴちピッチ', 'Mermaid Melody Pichi Pichi Pitch', 'Mermaid Melody: Pichi Pichi Pitch']",2003.0
525,Otogi Zoshi: The Legend of Magatama,"['Otogizoushi', 'お伽草子', 'Otogi Zoshi: The Legend of Magatama', 'Legend Of The Magatama']",2004.0
527,Pokémon,"['Master Quest', 'Indigo League', 'Adventures on the Orange Islands', 'Pokémon', 'The Johto Journeys', 'ポケットモンスター', 'Pokemon', 'Pocket Monsters', 'Johto League Champions']",1997.0
529,"She, The Ultimate Weapon","['最終兵器彼女', 'Saishuuheiki Kanojo: The Last Love Song on This Little Planet', 'SaiKano', 'She, The Ultimate Weapon', 'Saishuu Heiki Kanojo']",2002.0
530,Sailor Moon,"['Bishoujo Senshi Sailor Moon', '美少女戦士セーラームーン', 'Sailor Moon', 'Pretty Soldier Sailor Moon']",1992.0
534,Slayers,"['Slayers', 'スレイヤーズ', 'The Slayers', 'Slayers TV']",1995.0
538,Tenchi in Tokyo,"['新・天地無用!', 'Tenchi in Tokyo', 'Shin Tenchi Muyou!', 'Tenchi Muyo! Tenchi in Tokyo', 'New Tenchi Muyo']",1997.0
545,Mousou Kagaku Series: Wandaba Style,"['Scientific Wild Fancy Series Wandabastyle', '妄想科学シリーズ ワンダバスタイル', 'Mousou Kagaku Series: Wandaba Style', 'Wacky Science Fiction Series Wandaba Style', 'Mousou Kagaku Series Wandaba Style']",2003.0
550,Yu☆Gi☆Oh!,"['Yu☆Gi☆Oh!', 'Yu-Gi-Oh!', 'Yu-Gi-Oh! Serie Zero', 'Yu-Gi-Oh Season 0', 'Game King', 'Yugioh', '遊☆戯☆王', 'King of Games', 'Yuugiou', 'Yu-Gi-Oh! First Series', 'Yugi-Oh']",1998.0
552,Digimon: Digital Monsters,"['Digimon: Digital Monsters', 'Digimon Adventure 01', 'デジモンアドベンチャー', 'Digimon Adventure']",1999.0
553,Descendants of Darkness,"['Yami no Matsuei', 'Descendants of Darkness', '闇の末裔', 'Descent into Darkness', 'The Darker Descendant']",2000.0
554,Steel Angel Kurumi,"['Koutetsu Tenshi Kurumi', 'Steel Angel Kurumi', ""Kurumi, l'Ange d'Acier"", '鋼鉄天使くるみ']",1999.0
563,DNA²,"['DNA²', 'Ｄ・Ｎ・Ａ²\u3000～何処かで失くしたあいつのアイツ～', 'DNA2', 'DNA^2', 'Dokokade Nakushita Aitsuno Aitsu', 'DNA Squared']",1994.0
567,The Big O,"['THEビッグオー', 'Big O Roger', 'The Big O', 'Big O']",1999.0
568,Bubblegum Crisis Tokyo 2040,"['バブルガムクライシス TOKYO2040', 'Bubblegum Crisis Tokyo 2040', 'Bubblegum Crisis 2040']",1998.0
569,The Irresponsible Captain Tylor,"['Tylor: The Irresposible Captain', 'The Irresponsible Captain Tylor', 'El Irresponsable Capitán Tylor', 'Irresponsable Capitaine Tylor', '無責任艦長タイラー', 'Musekinin Kanchou Tylor']",1993.0
573,Saber Marionette J,"['Saber Marionette J', 'セイバーマリオネットJ']",1996.0
576,Magikano,"['マジカノ', 'Magikano']",2006.0
577,Eternal Alice,"['Kagi Hime Monogatari: Eikyuu Alice Rondo', 'Kagihime Monogatari: Eikyuu Alice Rondo', 'Key Princess Story: Eternal Alice Rondo', 'Kagi Hime Monogatari: Eikyuu Alice Rinbukyoku', '鍵姫物語 永久アリス輪舞曲', 'Eternal Alice']",2006.0
579,Battle Programmer Shirase,"['Battle Programmer Shirase', 'Battle Programmer SHIRASE', 'BPS', 'バトルプログラマーシラセ']",2003.0
584,Noein: To Your Other Self,"['ノエイン もうひとりの君へ', 'Noein: Toward Another You', 'Noein: Mou Hitori no Kimi e', 'Noein: To Your Other Self']",2005.0
586,Ayakashi: Samurai Horror Tales,"['怪～ayakashi～ Japanese Classic Horror', 'Ayakashi: Samurai Horror Tales', ""Ayakashi Le théâtre de l'horreur"", 'Ayakashi: Japanese Classic Horror']",2006.0
587,Looking Up At The Half-Moon,"['半分の月がのぼる空', 'Hanbun no Tsuki ga Noboru Sora', 'Looking Up At The Half-Moon', 'Hantsuki']",2006.0
589,Silver Fang,"['Silverfang', 'Ginga Nagareboshi Gin', 'Silver Fang', 'The small hero. Birth of Gin', '銀牙\u3000流れ星銀', 'Ginga: Nagareboshi Gin']",1986.0
590,Guardian Ninja Mamoru,"['Guardian Ninja Mamoru', 'Protect from the Shadows!', 'Kage kara Mamoru!', '陰からマモル！']",2006.0
591,Ah My Buddha,"['Ah My Buddha!!', 'Amaenaideyo!!', 'あまえないでよっ!!', 'Ah My Buddha', 'Amaenaide yo!!']",2005.0
593,Infinite Ryvius,"['Mugen no Ryvius', '無限のリヴァイアス', 'Infinite Ryvius']",1999.0
598,Android Kikaider - The Animation,"['Jinzo Ningen Kikaider', 'Jinzou Ningen Kikaider The Animation', 'Kikaider', 'Android Kikaider', 'Humanoid Kikaider', 'Artificial Humanoid Kikaider', '人造人間キカイダーTHE ANIMATION', 'Android Kikaider - The Animation']",2000.0
603,Pretty Cure,"['Futari wa Precure', 'Pretty Cure', 'We Are Pretty Cure', 'ふたりはプリキュア']",2004.0
604,Magical Stage Fancy Lala,"['Magical Stage Fancy Lala', '魔法のステージ・ファンシーララ', 'Mahou no Stage Fancy Lala']",1998.0
605,I'm Gonna Be an Angel!,"[""I'm Gonna Be an Angel!"", '天使になるもんっ！', 'Tenshi ni Narumon!']",1999.0
606,Carried by the Wind: Tsukikage Ran,"['Carried by the Wind: Tsukikage Ran', 'The Samurai Girl', 'Kazemakase Tsukikage Ran', 'Wind-borne Moon-lit Ran', '風まかせ月影蘭']",2000.0
610,Popotan,"['Popo-tan', 'Po-Po-Tan', 'ぽぽたん', 'Popotan']",2003.0
613,The Chronicle of the Big Battle between Yin and Yang,"['陰陽大戦記', 'Onmyou Taisenki', 'Onmyou Tai Senki', 'The Chronicle of the Big Battle between Yin and Yang']",2004.0
614,Madam is a Magical Girl,"['奥さまは魔法少女', 'Okusama wa Mahou Shoujo', 'Bewitched Bride', 'Madam is a Magical Girl', 'Bewitched Agnes']",2005.0
616,Nurse Angel Ririka SOS,"['ナースエンジェルりりかＳＯＳ', 'Nurse Angel Ririka SOS']",1995.0
618,Ninja Scroll: The Series,"['Ninja Scroll: The Series', 'Jubei Ninpucho: Ryuhogyoku-Hen', 'Ninja Scroll: La Serie', 'Ninja Scroll - The Series', '獣兵衛忍風帖「龍宝玉篇」', 'Juubee Ninpuuchou: Ryuuhougyoku Hen', 'Jubei Ninpucho - Ryuhougyokuhen', 'Wind Ninja Chronicles [Dragon Stone Chapter]', 'Juubee Ninpuuchou: Ryuuhougyoku-hen', 'Ninja Scroll: Der Series', 'Ninja Scroll: La Série']",2003.0
620,Mermaid Forest,"['Takahashi Rumiko Gekijou Ningyo no Mori', 'Mermaid Forest', '高橋留美子劇場 人魚の森', 'Rumic Theater: Mermaid Forest', 'Mermaid Forest TV', 'Ningyo no Mori TV']",2003.0
621,Nightwalker: The Midnight Detective,"['Night Walker: Midnight Detective', 'Nightwalker: The Midnight Detective', 'NightWalker: Eternal Darkness', 'Night Walker -真夜中の探偵-', 'Night Walker: Mayonaka no Tantei']",1998.0
624,Mouse,"['MØUSE', 'マウス', 'Mouse']",2003.0
627,Major S1,"['Major S1', 'メジャー （第1シリーズ）']",2004.0
630,Magic User's Club,"[""Magic User's Clus"", 'Escuela De Brujas', 'Mahoutsukai Tai! (TV)', '魔法使いTai!', ""Magic User's Club""]",1999.0
633,Legend of Basara,"['Legend of Basara', 'LEGEND OF BASARA']",1998.0
634,Koi Kaze,"['Koikaze', 'Koi Kaze', 'Love Wind', '恋風']",2004.0
635,Jubei-chan the Ninja Girl: Secret of the Lovely Eyepatch,"['Jubei-chan: The Ninja Girl', 'Jubei-chan - Secret of the Lovely Eyepatch', '十兵衛ちゃん ーラブリー眼帯の秘密', 'Juubee-chan: Lovely Gantai no Himitsu', 'Jubei-chan the Ninja Girl: Secret of the Lovely Eyepatch']",1999.0
646,Haunted Junction,"['Haunted Junction', 'HAUNTED じゃんくしょん']",1997.0
648,Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary,"['Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary', '月は東に日は西に〜Operation Sanctuary〜', 'The Sun is West: Operation Sanctuary', 'The Moon is East', 'Hani Hani: Operation Sanctuary']",2004.0
649,Hanaukyo Maid Team: La Verite,"['花右京メイド隊 La Verite', 'Hanaukyo Maid Team: La Verite', 'Hanaukyou Maid-tai: La Verite']",2004.0
658,Akagi,"['Touhai Densetsu Akagi: Yami ni Maiorita Tensai', 'The Legend of Mahjong: Akagi', 'Akagi', 'Mahjong Legend Akagi: The Genius Who Descended Into the Darkness', '闘牌伝説アカギ\u3000闇に舞い降りた天才']",2005.0
667,Girl Meets Girl,"['Girl Meets Girl', 'かしまし〜ガール・ミーツ・ガール〜', 'Kashimashi: Girl Meets Girl', 'Kasimasi: Girl Meets Girl']",2006.0
668,Koi Koi Seven,"['こいこい7', 'Koi Koi Seven', 'Koikoi 7', 'Koi Koi 7', 'Koikoi7']",2005.0
670,Lamune,"['Lamune', 'ラムネ']",2005.0
671,Lemon Angel Project,"['レモン エンジェル プロジェクト', 'Lemon Angel Project']",2006.0
687,Mew Mew Power,"['東京ミュウミュウ', 'Tokyo Mew Mew', 'Mew Mew Power']",2002.0
688,Utakata,"['Poem~Piece', 'Uta∽Kata', 'Utakata', 'Poem Fragment', 'Uta~Kata,One~Song', 'うた∽かた', 'Uta-Kata']",2004.0
690,Vampire Princess Miyu,"['Vampire Princess Miyu (1997)', 'Vampire Princess Miyu', 'Kyuuketsuki Miyu TV', 'Kyuuketsuhime Miyu (TV)', '吸血姫美夕']",1997.0
691,Yawara!,"['YAWARA!', 'Yawara!', 'Yawara! A Fashionable Judo Girl']",1989.0
693,Burn Up Scramble,"['Burn Up Scramble', 'Burn-Up Scramble: Policias del Futuro', 'Burn Up! Scramble', 'バーンナップスクランブル', 'Burn-Up Scramble']",2004.0
694,Canvas 2: Rainbow Colored Sketch,"['Canvas 2: Rainbow Colored Sketch', 'Canvas 2: Nijiiro no Sketch', 'Canvas2 ～虹色のスケッチ～']",2005.0
696,Tenchi Muyo! Tenchi Universe,"['Tenchi Muyo', 'Tenchi Muyo! Tenchi Universe', 'Tenchi Universe TV', '天地無用！', 'Tenchi Muyo!', 'Tenchi Muyou!']",1995.0
708,Secret of Cerulean Sand,"['Secret of Cerulean Sand', 'パタパタ飛行船の冒険', 'Patapata Hikousen no Bouken']",2002.0
709,Mujin Wakusei Survive,"['Uninhabited Planet Survival', 'Uninhabited Planet Survive', 'Uninhabited Planet SURVIVE', 'Survive! - Uninhabited Planet', 'Survivants', 'Mujin Wakusei Survive', '無人惑星サヴァイヴ']",2003.0
712,Zoids Genesis,"['Zoids Genesis', 'ゾイド ジェネシス']",2005.0
718,If I See You in My Dreams,"['Yume de Aetara (TV)', 'If I See You in My Dreams', '夢で逢えたら']",1998.0
721,Princess Tutu,"['Princesse Tutu', 'プリンセスチュチュ', 'Princess Tutu']",2002.0
738,MÄR,"['MÄR', 'Märchen Awakens Romance', 'Mär: Märchen Awakens Romance', 'Marchen Awakens Romance', 'MÄR Heaven', 'メル', 'MAR-Heaven']",2005.0
744,Trouble Chocolate,"['Trouble Chocolate', 'トラブルチョコレート']",1999.0
750,Binchou-tan,"['びんちょうタン', 'Binchou-tan', 'Binchotan']",2006.0
763,Zoids,"['Zoids', 'Zoids Classic', 'ゾイド', 'Zoids: Guardian Forces', 'Zoids: Chaotic Century']",1999.0
776,Nanaka 6/17,"['Nanaka 6/17', 'ななか６／１７', 'Nanaka Juu-nanabun no Roku']",2003.0
782,Gasaraki,"['Gasaraki', 'ガサラキ']",1998.0
783,Miami Guns,"['Miami Guns', 'マイアミ☆ガンズ']",2000.0
786,Pugyuru,"['Pugyuru', 'ぷぎゅる']",2004.0
790,Ergo Proxy,"['エルゴプラクシー', 'Ergo Proxy']",2006.0
798,Yomigaeru Sora: Rescue Wings,"['よみがえる空 -Rescue Wings-', 'Yomigaeru Sora: Rescue Wings']",2006.0
800,NieA Under 7,"['ニア アンダーセブン', 'NieA_7', 'NieA under 7', 'NieA Under 7']",2000.0
812,Arjuna,"['Arjuna', 'Earth Maiden Arjuna', 'Earth Girl Arjuna', '地球少女アルジュナ', 'Chikyuu Shoujo Arjuna']",2001.0
813,Dragon Ball Z,"['ドラゴンボールZ', 'Dragonball Z', 'DBZ', 'Dragon Ball Z']",1989.0
817,Tactical Roar,"['Tactical Roar', 'タクティカルロア', 'Tactical Rawr']",2006.0
831,A Little Snow Fairy Sugar,"['A Little Snow Fairy Sugar', 'Chicchana Yukitsukai Sugar', 'Chiccha na Yukitsukai Sugar', 'Tiny Snow Fairy Sugar', 'ちっちゃな雪使いシュガー']",2001.0
836,Sister Princess,"['sispri', 'シスター・プリンセス', 'Sister Princess', 'SP']",2001.0
838,Shadow Star Narutaru,"['なるたる ～骸なる星・珠たる子～', 'Shadow Star Narutaru', 'Narutaru: Mukuro Naru Hoshi Tama Taru Ko']",2003.0
840,The World of Narue,"['成恵の世界', ""Narue's world"", 'The World of Narue', 'Narue no Sekai']",2003.0
845,Kiba,"['牙-KIBA-', 'Kiba', 'Fang']",2006.0
849,The Melancholy of Haruhi Suzumiya,"['Suzumiya Haruhi no Yuuutsu', 'La Mélancolie de Haruhi Suzumiya', 'The Melancholy of Haruhi Suzumiya', '涼宮ハルヒの憂鬱']",2006.0
850,Gakuen Heaven,"[""Boy's Love Scramble"", 'Gakuen Heaven', '学園ヘヴン']",2006.0
853,Ouran High School Host Club,"['Ohran Koko Host Club', 'Le Lycée de la Seduction Host Club Ouran High School', 'Ouran High School Host Club', 'Ouran Koukou Hosutobu', 'Ouran Koukou Host Bu', '桜蘭高校ホスト部', 'Ouran Koukou Host Club', 'OHSHC']",2006.0
854,Soul Link,['Soul Link'],2006.0
855,Strawberry Panic,"['ストロベリー・パニック', 'Strawberry Panic']",2006.0
856,Utawarerumono,"['Le Chant des Rêves', 'The One Being Sung', 'Utawarerumono', 'うたわれるもの']",2006.0
857,Air Gear,"['Air Gear', 'エア・ギア']",2006.0
859,Digimon Data Squad,"['Digimon 5 Data Squad', 'デジモンセイバーズ', 'Digimon Savers', 'Digimon Data Squad']",2006.0
860,Disgaea,"['Makai Senki Disgaea', 'Netherworld Battle Chronicle: Disgaea', '魔界戦記ディスガイア', 'Disgaea']",2006.0
861,xxxHOLiC,"['xxxHOLiC', '×××HOLiC（ホリック）']",2006.0
865,Metal Armor Dragonar,"['Kikou Senki Dragonar', 'Metal Armor Dragonar', '機甲戦記ドラグナー']",1987.0
874,Digimon Tamers,"['デジモンテイマーズ', 'Digimon Tamers', 'Digimon 3', 'Digimon: Digital Monsters 03']",2001.0
876,Street Fighter II: The Animated Series,"['ストリートファイターII V', 'Street Fighter 2 V', 'Street Fighter II: The Animated Series', 'Street Fighter II V']",1995.0
877,Nana,"['Nana', 'NANA [ナナ]']",2006.0
878,Zegapain,"['ゼーガペイン', 'Zegapain']",2006.0
879,Simoun,"['Shimuun', 'Simoon', 'Simoun', 'シムーン']",2006.0
889,Black Lagoon,"['Black Lagoon', 'BLACK LAGOON']",2006.0
890,King of Braves GaoGaiGar,"['GaoGaiGar', '勇者王ガオガイガー', 'GaoGaiGar TV', 'Yuusha-Oh GaoGaiGar', 'Brave King GaoGaiGar', 'Yuusha-Ou GaoGaiGar', 'Yuusha Ou GaoGaiGar', 'King of Braves GaoGaiGar']",1997.0
907,Princess Princess,"['PriPri', 'PuriPuri', 'プリンセス・プリンセス', 'Princess Princess']",2006.0
909,Geneshaft,"['Geneshaft', 'ジーンシャフト']",2001.0
910,Himawari!,"['Himawari', 'ひまわりっ!', 'Himawari!', ""Himawari à l'école des Ninjas""]",2006.0
916,Tokko,"['Tokko', 'Tokkou', 'TOKKÔ[特公]']",2006.0
918,Gintama,"['銀魂', 'Silver Soul', 'Gintama', 'Gin Tama', 'Yorinuki Gintama-san']",2006.0
