id,titulo,ano_lancamento,classificacao
2116,Flash Kicker,1983.0,0
2128,Yuusha Raideen,1975.0,12
2129,True Tears,2008.0,12
2130,Princess Resurrection,2007.0,12
2142,Blue Dragon,2007.0,10
2152,Oh! Edo Rocket,2007.0,12
2156,Bakugan Battle Brawlers,2007.0,10
2157,Koutetsushin Jeeg,2007.0,12
2159,Big Windup!,2007.0,12
2161,The Skull Man,2007.0,12
2162,Koutetsu Sangokushi,2007.0,12
2164,Den-noh Coil,2007.0,0
2166,Dojin Work,2007.0,12
2167,Clannad,2007.0,12
2203,Captain Harlock: Arcadia of my Youth - Endless Orbit SSX,1982.0,12
2204,Karakuri Zoushi Ayatsuri Sakon,1999.0,16
2215,Kishin Taisen Gigantic Formula,2007.0,12
2216,Shigurui: Death Frenzy,2007.0,18
2222,Dr. Slump: Arale-chan,1981.0,12
2224,Hikari no Densetsu,1986.0,12
2225,Heidi: Girl of the Alps,1974.0,0
2229,Dragon Quest: The Adventure of Dai,1991.0,0
2230,Flower Angel,1979.0,0
2231,Miyuki,1983.0,12
2244,Rakugo Tennyo Oyui,2006.0,12
2245,Seraphim Call,1999.0,12
2246,Mononoke,2007.0,16
2251,Baccano!,2007.0,16
2252,Devilman,1972.0,16
2281,Flint the Time Detective,1998.0,10
2282,In The Beginning: The Bible Stories,1997.0,10
2283,Red Baron,1994.0,12
2284,Transformers: Robots in Disguise,2000.0,10
2288,Cyber Team in Akihabara,1998.0,12
2330,Bucky: The Incredible Kid,1999.0,12
2335,Legendary Brave Swordsman Yaiba,1993.0,12
2367,Moetan,2007.0,18
2369,Rental Magica,2007.0,12
2383,Cybersix,1999.0,12
2400,Ghost Sweeper Mikami,1993.0,12
2402,Tomorrow's Joe,1970.0,12
2404,Zombie-Loan,2007.0,16
2409,Gokudo,1999.0,12
2471,Doraemon,1979.0,10
2476,School Days,2007.0,18
2486,Rumiko Takahashi Anthology,2003.0,12
2494,Good Luck! Ninomiya-kun,2007.0,18
2521,Haja Kyosei G Dangaiou,2001.0,12
2523,Izumo: Flash of a Brave Sword,2005.0,12
2542,Lady Georgie,1983.0,12
2553,A Dog of Flanders,1975.0,0
2557,The Trapp Family Story,1991.0,0
2559,Romeo's Blue Skies,1995.0,12
2561,Captain Future,1978.0,12
2562,The Flowers of Hard Blood,2007.0,12
2564,Code-E,2007.0,0
2569,The Jungle Book,1989.0,0
2574,Kashi no Ki Mokku,1972.0,0
2577,The Adventures of Tom Sawyer,1980.0,0
2581,Mobile Suit Gundam 00,2007.0,16
2582,Armored Trooper Votoms,1983.0,18
2596,Ghost Hound,2007.0,12
2602,Kenkou Zenrakei Suiei-bu Umishou,2007.0,12
2604,Sky Girls,2007.0,12
2605,"Sayonara, Zetsubou-Sensei",2007.0,16
2608,Wangan Midnight,2007.0,12
2609,Kakyuusei (TV),1999.0,12
2688,Zillion,1987.0,12
2694,Tree in the Sun,2000.0,18
2699,Space Pirate Mito,1999.0,12
2704,Steam Detectives,1998.0,12
2705,Bakusou Kyoudai Let's & Go,1996.0,0
2723,D4 Princess,1999.0,12
2744,Potemayo,2007.0,12
2758,Shippuu! Iron Leaguer,1993.0,12
2766,Super Doll Licca-chan,1998.0,0
2772,Hero Tales,2007.0,12
2795,Dragonaut - The Resonance,2007.0,12
2804,Hana no Mahoutsukai Mary Bell,1992.0,0
